sale_id,lastSalePrice,lastSaleDate
245,104950.0,2021-05-25T00:00:00.000Z
246,0.0,2022-04-29T00:00:00.000Z
247,8042500.0,2018-08-23T00:00:00.000Z
248,443000.0,2019-05-15T00:00:00.000Z
249,98800.0,1999-07-01T00:00:00.000Z
250,221000.0,2021-08-27T00:00:00.000Z
251,240000.0,2006-07-25T00:00:00.000Z
252,0.0,2018-06-15T00:00:00.000Z
253,971000.0,2017-02-09T00:00:00.000Z
254,172926.0,2005-10-05T00:00:00.000Z
255,0.0,2021-05-19T00:00:00.000Z
256,65400.0,1987-01-01T00:00:00.000Z
257,0.0,2015-01-08T00:00:00.000Z
258,0.0,2021-01-14T00:00:00.000Z
259,250000.0,2006-11-02T00:00:00.000Z
260,322000.0,2018-10-02T00:00:00.000Z
261,408175.0,2007-08-30T00:00:00.000Z
262,8952215.0,2020-11-17T00:00:00.000Z
263,136210.0,2013-01-31T00:00:00.000Z
264,570000.0,2018-07-05T00:00:00.000Z
265,462500.0,2014-06-17T00:00:00.000Z
266,113500.0,2011-07-25T00:00:00.000Z
267,0.0,2012-10-24T00:00:00.000Z
268,1500000.0,2020-02-28T00:00:00.000Z
269,605000.0,2022-02-03T00:00:00.000Z
270,0.0,2022-11-22T00:00:00.000Z
271,113500.0,2014-05-20T00:00:00.000Z
272,356386.0,2014-12-17T00:00:00.000Z
273,346000.0,2021-09-09T00:00:00.000Z
274,106000.0,2019-06-26T00:00:00.000Z
275,259900.0,2021-08-20T00:00:00.000Z
276,0.0,2017-12-14T00:00:00.000Z
277,706100.0,2021-06-14T00:00:00.000Z
278,142000.0,2002-02-01T00:00:00.000Z
279,0.0,2015-08-10T00:00:00.000Z
280,224900.0,2021-02-23T00:00:00.000Z
281,133000.0,2017-10-04T00:00:00.000Z
282,150000.0,2015-10-16T00:00:00.000Z
283,287000.0,2023-07-18T00:00:00.000Z
284,158500.0,2016-06-24T00:00:00.000Z
285,395750.0,2014-12-17T00:00:00.000Z
286,0.0,2012-11-05T00:00:00.000Z
287,0.0,2022-12-28T00:00:00.000Z
288,38000.0,1987-05-14T00:00:00.000Z
289,137500.0,2007-03-29T00:00:00.000Z
